userid,uniqueID,gender,age,consumption,shopping,occupation
1828,\7090702,1,19,3,3,2
1829,W9380128,0,19,2,1,2
1830,D6292933,0,25,2,1,1
1831,@6221980,0,15,1,3,2
1832,V6441201,0,19,2,3,1
1833,F8898484,1,18,2,2,2
1834,R8391628,1,24,1,3,2
1835,Y7844750,0,18,2,3,2
1836,S8498198,0,25,2,2,2
1837,\6025574,0,18,1,3,2
1838,\6776894,1,23,2,3,2
1839,X6561524,1,20,3,2,1
1840,^8359224,0,18,3,1,2
1841,R8198006,0,17,3,2,2
1842,_7341222,0,25,3,3,1
1843,F665585,0,16,3,3,1
1844,K7769071,1,23,3,1,2
1845,J6142917,1,25,3,2,1
1846,C8796778,0,23,3,1,1
1847,C6831597,1,24,3,3,2
1848,L7632034,1,20,1,1,1
1849,D9477215,0,23,1,3,1
1850,Q6738865,1,24,1,2,1
1851,A6759536,0,25,2,3,2
1852,H8552016,0,16,3,1,2
1853,L7348081,0,19,2,2,1
1854,F9041199,1,17,2,2,2
1855,@8925799,0,25,3,1,1
1856,B7148949,1,24,2,3,2
1857,M7828864,1,24,3,3,1
1858,W6357082,0,15,1,2,1
1859,Q7184330,1,17,2,3,1
1860,M7349104,1,20,2,1,1
1861,P6523069,0,23,2,3,2
1862,Q8765631,0,20,1,3,2
1863,H8713232,1,15,3,3,2
1864,[8261248,1,24,3,3,2
1865,N7242803,1,19,2,3,2
1866,@7284441,1,17,2,3,1
1867,>7226310,1,22,3,2,2
1868,?6220221,1,22,1,3,2
1869,H6931510,0,23,3,1,1
1870,G8457239,0,18,3,2,2
1871,J7175486,0,21,3,2,2
1872,=9410372,0,19,1,2,1
1873,[8685862,0,22,2,2,1
1874,U7322572,1,25,1,3,1
1875,O8740431,1,25,1,1,1
1876,M7772098,1,15,2,3,2
1877,X743538,1,24,2,3,1
1878,<7377549,0,18,3,2,2
1879,Z8755001,1,22,1,3,2
1880,C8242950,1,20,3,3,1
1881,E8235522,0,19,1,1,2
1882,T8166794,0,24,2,2,1
1883,W924750,1,15,3,1,2
1884,D9093207,1,21,1,3,1
1885,^8865393,0,20,3,3,2
1886,L9251481,1,17,3,3,1
1887,N8545822,0,24,2,3,2
1888,[9286440,0,22,3,2,1
1889,W8855988,0,15,3,2,1
1890,>7351160,0,24,2,2,1
1891,B8452715,1,16,1,2,1
1892,_8818905,0,15,3,2,2
1893,_7816315,0,15,3,3,1
1894,Z9393162,0,22,3,2,1
1895,@8985777,0,20,1,2,1
1896,X8382119,1,25,1,1,2
1897,T6731594,0,22,3,1,1
1898,G9159921,0,25,1,1,1
1899,A8595186,0,24,3,1,2
1900,^9538031,0,17,2,2,1
1901,D9576782,0,17,2,1,1
1902,[8886674,1,17,3,3,2
1903,Q9031542,0,24,1,1,2
1904,M9299255,1,15,2,1,2
1905,V6194205,0,20,2,3,2
1906,H6636964,1,24,2,2,2
1907,X7925418,0,21,3,3,2
1908,Z8477202,0,22,1,3,2
1909,\7262112,0,21,1,3,1
1910,Z9262029,0,15,1,1,1
1911,U7023607,1,18,3,3,2
1912,G7878763,0,24,3,3,2
1913,F7710486,0,21,2,3,2
1914,V6345884,0,15,3,2,1
1915,X7427520,1,16,3,2,2
1916,V8821867,1,22,1,2,2
1917,L8454515,0,23,1,3,1
1918,@9034456,1,17,3,1,1
1919,N7175012,1,23,2,3,1
1920,B9378504,0,19,3,1,2
1921,W9215161,1,21,2,2,1
1922,E8261089,1,25,3,1,1
1923,[8834251,0,17,2,1,1
1924,F6760294,0,20,1,2,2
1925,P7277281,1,18,1,2,1
1926,X7598054,1,18,3,2,2
1927,C8040041,0,15,3,3,2
1928,_7619292,0,20,1,3,2
1929,O736989,1,24,1,2,1
1930,X8393448,1,17,3,2,1
1931,Q702413,1,25,3,1,1
1932,C9062127,0,18,1,1,2
1933,T8995936,1,21,3,1,2
1934,_6991247,0,21,2,1,1
1935,S7045198,0,19,3,3,2
1936,J6553525,1,17,2,2,2
1937,=8543205,1,16,2,3,1
1938,\9080331,0,25,3,2,2
1939,<761766,1,17,1,1,2
1940,[6825012,1,25,3,1,1
1941,A9397793,0,19,2,1,2
1942,I6274628,1,22,1,1,2
1943,L7491191,0,25,2,1,2
1944,C816038,0,15,1,3,1
1945,L6098135,0,21,2,1,2
1946,G7293805,1,25,1,3,2
1947,B6437474,1,22,1,3,1
1948,Q7351397,0,21,1,1,1
1949,P7326301,1,21,2,3,1
1950,U6989500,1,15,1,2,1
1951,U9157100,1,25,3,3,1
1952,V7558052,1,22,3,3,2
1953,U9373658,0,25,1,1,1
1954,^6047083,0,20,1,1,1
1955,G7150545,1,21,1,3,2
1956,]6040848,1,18,1,3,2
1957,_8270838,0,25,2,2,1
1958,T6288040,1,16,3,2,2
1959,F7364206,0,23,3,2,1
1960,>8474876,1,24,2,2,1
1961,M8675187,0,15,1,1,2
1962,Q702431,1,15,1,1,1
1963,O9266226,0,21,1,1,1
1964,X927535,1,17,1,2,2
1965,Z9539431,1,18,2,2,2
1966,E8651841,1,19,2,3,2
1967,[9283016,1,19,2,3,1
1968,N8797874,1,23,2,1,1
1969,J6392688,1,25,3,1,1
1970,@9010901,0,22,2,2,2
1971,H9285686,1,20,1,3,1
1972,M8759385,1,20,2,1,1
1973,>6863288,1,21,1,2,2
1974,?8840914,1,22,2,3,1
1975,R7389591,1,22,1,2,1
1976,J9050702,1,24,2,2,1
1977,M7049461,1,22,1,2,1
1978,R7737624,1,18,2,3,2
1979,_7340571,0,21,2,1,1
1980,_7399392,1,17,3,2,2
1981,F6611958,1,22,3,2,2
1982,@8640057,0,21,3,3,1
1983,D854381,1,19,3,2,2
1984,M7231490,0,16,1,2,1
1985,Y917545,0,15,3,1,2
1986,S7251886,1,20,3,3,2
1987,T9155125,0,23,3,2,1
1988,?7733860,0,16,3,2,1
1989,S8717889,0,15,3,2,1
1990,]8793911,1,18,3,1,2
1991,E6770321,1,18,2,2,2
1992,W6890113,0,15,3,1,2
1993,_7143933,0,17,3,1,1
1994,O6086483,1,24,1,2,2
1995,J9586723,1,19,3,3,1
1996,W9198487,0,16,1,2,1
1997,D6538614,0,21,3,3,1
1998,@7448179,0,19,1,3,1
1999,F7954226,0,24,3,3,2
2000,L8313080,1,23,1,1,1
2001,D6435999,1,20,1,2,2
2002,Z6595814,0,18,3,2,2
2003,D8338638,0,21,2,3,2
2004,K8839127,0,18,3,2,2
2005,D716211,1,19,2,1,2
2006,B8237658,1,17,3,1,2
2007,[6576111,1,16,2,2,2
2008,V9263135,0,16,3,3,2
2009,G6919175,1,18,1,2,2
2010,T9566564,0,16,1,3,1
2011,=6465253,1,20,1,3,1
2012,]704905,0,22,1,1,2
2013,N7340709,0,25,2,2,2
2014,S8289519,0,15,3,1,2
2015,X641914,1,25,3,1,1
2016,[6149252,0,18,3,2,2
2017,R616634,1,20,2,3,1
2018,?7060584,1,15,1,2,1
2019,X9415688,0,22,2,1,1
2020,]6542348,1,18,2,3,2
2021,Y8629323,1,20,2,2,1
2022,A9432445,0,19,3,3,1
2023,V8654387,1,20,3,2,1
2024,H7921759,1,15,3,3,2
2025,I6183867,0,24,2,3,2
2026,R7294374,0,24,1,3,1
2027,L9183696,0,17,2,1,1
2028,S9599164,1,19,3,2,1
2029,D7996162,0,23,1,3,2
2030,_6428092,0,21,1,3,1
2031,X8027205,0,22,3,1,2
2032,A7418230,0,23,2,2,2
2033,C6117550,0,15,2,3,1
2034,L7784221,0,17,1,1,2
2035,W9361356,1,24,2,3,1
2036,U6373688,0,24,1,3,2
2037,J7215532,1,15,1,2,1
2038,I6268347,1,24,3,3,2
2039,U756796,1,21,1,3,2
2040,X717031,1,25,1,2,1
2041,<8240749,1,18,1,2,2
2042,>6911148,1,24,2,2,1
2043,^6913666,1,24,2,1,2
2044,P7370383,0,23,2,1,1
2045,R7742519,0,15,3,2,2
2046,<713594,0,19,3,1,2
2047,X8236887,0,15,3,1,1
2048,H711605,1,21,2,2,1
2049,G945915,1,24,3,3,1
2050,<8785186,1,17,2,2,2
2051,U6321309,0,24,2,1,1
2052,@8047738,0,18,1,1,2
2053,Y7065144,0,24,1,2,2
2054,A7193813,1,18,1,3,1
2055,Z7881828,0,24,1,1,2
2056,A9343836,0,22,2,2,2
2057,=7216245,1,24,1,1,2
2058,T6714159,1,25,1,3,2
2059,B9060443,1,20,2,3,1
2060,<6867930,1,20,1,1,1
2061,_741311,1,19,1,1,1
2062,D821371,1,23,1,1,1
2063,J6871339,1,21,2,3,2
2064,F6979521,0,21,1,3,1
2065,W6476534,1,18,3,2,1
2066,U893653,1,20,3,1,1
2067,H8514455,0,17,3,1,2
2068,A8284833,1,18,3,1,2
2069,Z6493089,0,21,2,1,1
2070,K8463480,0,18,1,2,2
2071,I9534081,1,21,3,3,2
2072,Q6773646,0,18,2,2,2
2073,<8825926,0,22,2,1,2
2074,S9245913,1,25,1,1,1
2075,F9237359,0,20,2,1,2
2076,?6530178,0,18,3,1,2
2077,O9175513,1,23,3,2,2
2078,X7815937,0,17,1,3,2
2079,Z7252764,1,25,1,2,1
2080,@7538840,0,21,3,1,1
2081,P7340960,1,17,3,1,2
2082,]7874383,0,20,2,1,2
2083,J7115037,1,17,2,1,2
2084,R6283516,1,22,2,2,1
2085,P8618271,0,24,2,3,2
2086,L8555059,1,22,3,2,1
2087,E7698126,0,16,1,1,2
2088,I7474960,0,22,3,1,1
2089,N8124244,0,15,1,1,2
2090,I9389079,0,24,1,3,1
2091,F8692258,1,23,1,2,1
2092,F8637627,0,24,1,1,1
2093,L7969243,0,19,2,2,1
2094,<9558789,1,22,3,2,1
2095,_6523950,1,15,3,1,2
2096,H7343228,1,18,3,2,1
2097,>6415322,1,24,3,2,2
2098,U6682269,0,16,2,1,1
2099,P6962611,0,19,3,1,1
2100,F7692582,0,23,2,3,2
2101,=8850079,0,24,3,1,1
2102,Q905736,0,15,1,3,2
2103,>6930221,0,22,1,1,1
2104,N9321809,1,19,3,2,2
2105,J6188909,1,16,1,3,2
2106,V9518499,0,23,2,3,1
2107,[9438857,0,16,2,2,2
2108,P9042042,1,16,2,1,1
2109,Z7378853,1,18,3,1,1
2110,_9060465,1,21,3,3,1
2111,K8028405,1,15,3,1,2
2112,C7917428,0,19,3,1,2
2113,N7928905,0,17,2,1,1
2114,J6348081,1,18,3,2,1
2115,W8950963,0,21,1,3,1
2116,U6234167,0,23,3,2,2
2117,F7823120,1,25,3,1,1
2118,<6717156,1,21,3,1,2
2119,O7864132,0,18,2,2,1
2120,A7929948,1,16,3,1,1
2121,C6890533,1,24,2,3,1
2122,N9359238,0,21,1,1,2
2123,L8240284,0,21,1,1,2
2124,_8120554,1,16,3,2,1
2125,W737365,0,24,1,1,2
2126,S7316503,0,25,3,1,2
2127,_6381410,0,22,3,1,2
2128,T7293352,1,18,1,1,1
2129,_7892032,0,18,3,3,1
2130,D8496675,1,20,2,2,2
2131,E6045014,1,17,2,1,2
2132,V6726630,0,20,2,3,2
2133,O8627922,1,23,1,3,2
2134,L7280116,0,24,2,2,1
2135,E6834790,0,23,3,1,2
2136,N7141416,0,17,2,2,1
2137,V6596320,0,20,3,2,1
2138,J812513,0,16,1,3,1
2139,S6797309,0,21,1,3,1
2140,A745281,0,24,2,2,2
2141,F7350200,1,24,2,3,1
2142,[8827643,1,19,2,3,1
2143,<9082161,1,24,3,2,1
2144,S7270057,1,25,3,1,1
2145,\8973909,0,16,3,2,1
2146,E9557109,0,19,1,2,1
2147,_6076759,0,24,3,3,2
2148,E7758473,0,23,2,1,2
2149,R7889852,1,16,1,1,2
2150,<8868137,0,24,3,1,1
2151,L8416461,0,18,2,1,2
2152,Z8796391,0,17,1,1,2
2153,<7559223,1,16,3,3,1
2154,F6926656,0,23,2,3,2
2155,?9189556,1,22,2,2,2
2156,Z8938412,1,20,3,1,2
2157,T924353,0,15,1,2,1
2158,\6484426,1,20,1,2,2
2159,N6216618,1,22,3,3,2
2160,[9435444,1,20,1,3,2
2161,Q6739769,0,22,2,2,1
2162,A8943419,0,17,2,3,2
2163,^7869597,1,22,1,1,1
2164,G7662247,0,25,1,1,1
2165,=9245103,0,20,1,1,1
2166,]8449857,0,17,2,3,2
2167,I7827856,1,19,1,2,2
2168,P9443496,1,24,3,2,2
2169,\9441342,0,23,3,2,2
2170,_8876167,0,25,2,1,2
2171,O6720012,1,15,3,2,2
2172,S762802,0,19,3,2,1
2173,L6448351,1,19,1,3,2
2174,A8845742,1,25,2,1,1
2175,<931544,0,16,3,1,2
2176,<951841,0,17,3,3,2
2177,U7598278,0,16,3,1,1
2178,J6268003,0,25,1,1,1
2179,Y7840896,1,16,3,3,1
2180,G6838804,0,25,2,2,1
2181,W7163303,1,22,3,1,2
2182,C8971096,1,15,2,2,2
2183,<6852950,0,20,2,1,1
2184,S8537214,1,17,3,1,1
2185,M6122494,0,15,2,3,2
2186,B8446594,0,25,3,2,1
2187,I7313308,0,25,1,2,1
2188,S7977338,0,22,1,1,2
2189,O6645973,1,18,2,1,1
2190,>8861073,0,15,1,3,2
2191,Y7919858,0,18,1,1,2
2192,J664004,0,17,3,1,1
2193,S768945,1,21,2,2,2
2194,G9236265,1,20,3,2,2
2195,J9233343,0,17,3,3,1
2196,]7982039,0,19,1,2,1
2197,\6368487,1,20,3,2,2
2198,Q6155933,0,23,3,2,1
2199,S8327838,1,24,1,3,1
2200,F8474150,0,21,2,3,2
2201,B7843225,0,23,1,2,2
2202,<8025999,0,20,1,2,2
2203,P8917807,0,25,3,1,1
2204,D8768817,0,24,1,3,2
2205,S6721043,0,25,1,2,1
2206,H7987780,1,23,1,2,1
2207,O7396571,0,16,3,1,2
2208,?6510205,0,20,1,1,2
2209,U7997980,1,15,2,2,2
2210,Q6272565,1,17,3,1,2
2211,M8724837,1,20,1,3,2
2212,Z7554367,1,20,1,2,2
2213,?846490,1,17,1,1,1
2214,A6076572,1,23,3,2,1
2215,F6843402,0,17,1,2,2
2216,L9116700,1,19,2,1,2
2217,@8032891,1,25,3,2,2
2218,W8743559,1,15,1,3,2
2219,R6360657,0,19,1,2,1
2220,]7967895,1,19,1,3,2
2221,G6055080,1,20,1,1,1
2222,L9351891,1,20,2,2,2
2223,U9566137,0,18,2,2,1
2224,L7795946,1,17,1,3,1
2225,L6536073,1,17,1,1,1
2226,M9328634,0,17,2,2,2
2227,N7266661,1,22,3,2,1
2228,I8661797,0,16,2,1,1
2229,T899708,1,18,3,1,2
2230,D7042913,1,22,1,2,2
2231,I8914523,1,25,2,1,2
2232,_7854169,0,25,2,2,2
2233,Y6772080,1,24,2,3,2
2234,C6774553,0,18,3,3,1
2235,I866854,0,20,3,3,1
2236,F8781439,1,19,2,3,2
2237,G7257337,1,22,2,3,1
2238,G843031,1,17,1,3,2
2239,Z6280087,0,15,3,3,1
2240,=7331144,1,24,3,3,1
2241,P7723517,0,18,3,1,2
2242,S8722592,1,18,3,1,2
2243,R83601,0,19,1,2,2
2244,V6980241,1,25,2,1,1
2245,X799681,1,22,1,3,2
2246,>8660605,0,16,1,3,2
2247,[6464594,1,21,3,2,1
2248,V8652894,1,22,1,1,1
2249,Z8340404,0,18,3,3,1
2250,=7651978,0,22,1,1,2
2251,T8671067,0,15,1,1,2
2252,=9389859,0,17,2,3,1
2253,[8756585,1,16,2,2,2
2254,D8013753,0,19,3,3,1
2255,L856784,0,21,2,1,2
2256,A6929054,0,21,3,2,1
2257,?6337037,1,20,3,2,2
2258,R8260530,0,17,3,2,2
2259,N923743,1,21,3,1,1
2260,L7381716,1,15,1,1,1
2261,=6546236,1,24,1,2,1
2262,U719012,1,19,2,1,1
2263,C8076878,0,19,2,3,2
2264,X8243123,1,16,3,1,1
2265,S7198236,1,17,2,3,1
2266,]6034652,0,15,3,1,1
2267,Z7534280,0,16,3,2,1
2268,Z7879840,1,25,1,1,1
2269,A7165584,1,23,2,1,1
2270,A8673012,0,19,3,2,2
2271,N6770955,0,19,3,2,1
2272,N929560,0,25,2,3,2
2273,>7685386,0,25,3,3,2
2274,Z8989292,1,15,1,1,1
2275,Q7512910,0,15,3,2,1
2276,A8111085,0,22,1,1,2
2277,=9324457,1,17,3,1,1
2278,S7087361,0,25,1,2,2
2279,D8961071,1,20,1,2,1
2280,?8994386,1,21,3,3,2
2281,X8454313,1,17,1,3,1
2282,X8882253,1,21,1,3,2
2283,_8912386,1,20,1,2,2
2284,S632558,0,20,1,2,1
2285,O7867708,1,17,2,3,1
2286,D7223735,0,25,2,3,2
2287,]9185642,0,25,3,3,1
2288,Y8524201,1,16,1,1,1
2289,R8525132,0,25,2,3,1
2290,K8130932,1,16,3,3,1
2291,B8076691,0,15,1,3,1
2292,P7862888,0,19,1,1,1
2293,[9568317,0,19,1,1,2
2294,Y7981303,1,20,1,1,2
2295,]9386316,0,15,3,2,2
2296,>8728932,1,20,3,3,1
2297,]8666780,0,17,3,2,2
2298,Q9487034,0,21,1,3,1
2299,A6929503,0,22,1,3,1
2300,X826990,0,20,2,3,1
2301,@7275751,1,16,2,1,2
2302,I6293944,0,16,1,2,2
2303,N7523832,1,17,3,3,2
2304,C7294670,0,17,1,1,1
2305,M6585511,0,25,1,1,1
2306,N7648561,0,21,2,3,2
2307,Y9486599,1,22,3,2,1
2308,=829517,0,22,2,2,2
2309,@7822434,0,23,3,3,2
2310,D8397144,1,15,2,1,2
2311,P9130407,0,16,2,3,1
2312,R6722158,0,15,2,2,1
2313,J7830312,1,17,3,1,1
2314,I8811785,1,20,3,3,2
2315,J9144349,0,23,3,2,1
2316,C6499208,1,18,3,2,2
2317,>7813192,0,20,3,1,2
2318,J8773363,1,16,2,1,1
2319,[8481615,0,21,1,2,1
2320,U8414244,0,20,1,2,2
2321,X6154383,1,20,3,2,1
2322,@9494567,0,19,3,1,2
2323,R8436224,1,21,1,2,1
2324,A8228273,1,19,2,1,1
2325,W7849988,0,20,1,1,1
2326,Z8716511,0,16,2,2,1
2327,B9094255,0,19,2,1,1
2328,A8542100,1,15,3,1,1
2329,R9296867,0,22,3,3,1
2330,U9284465,0,25,1,3,1
2331,U9180027,0,17,3,1,1
2332,Y9076772,1,23,2,3,1
2333,D8267235,1,21,3,1,2
2334,A7282588,0,25,1,2,2
2335,W6883009,1,15,2,1,2
2336,S9461190,0,23,1,1,1
2337,L9572344,0,16,2,3,2
2338,^9389841,1,23,1,2,1
2339,V6259115,0,21,1,3,1
2340,[8380272,1,24,2,3,1
2341,_9279066,0,21,1,3,2
2342,G7519071,1,24,2,1,1
2343,Y9533644,0,16,1,2,1
2344,[6676018,1,17,1,2,2
2345,W8682316,1,20,1,1,1
2346,P84479,0,24,1,1,1
2347,S607673,1,24,2,1,1
2348,[9587905,0,18,3,1,2
2349,O8865107,1,17,1,3,1
2350,@8187638,0,16,2,3,2
2351,N6274612,1,21,2,3,1
2352,Z6476699,1,18,2,2,1
2353,Y9087942,1,17,1,3,2
2354,K6584656,0,16,2,2,2
2355,_7095557,0,16,1,1,1
2356,V8688939,0,23,1,1,2
2357,N9045466,0,18,1,1,2
2358,\6725484,0,25,3,3,1
2359,Y8555342,0,19,2,3,1
2360,F6995138,0,19,3,2,2
2361,U646710,1,22,3,2,1
2362,U9179631,0,22,2,3,1
2363,\8732918,1,18,3,3,2
2364,G7667166,1,24,2,2,2
2365,V9421443,1,15,3,3,2
2366,>668060,1,16,1,1,1
2367,W8462134,1,20,3,2,2
2368,?9254197,0,20,3,3,2
2369,Z6621951,0,23,2,3,2
2370,Q7851560,0,25,3,3,2
2371,P7337378,0,22,3,2,1
2372,V7668936,0,24,2,3,2
2373,=8482826,0,21,3,1,2
2374,@628627,1,20,1,3,2
2375,<8430907,0,25,1,2,1
2376,Z667299,0,23,1,1,1
2377,_6019927,0,23,3,3,1
2378,]7432119,1,25,2,2,1
2379,X8137010,0,15,2,1,1
2380,M7895605,0,19,3,2,1
2381,W948617,0,16,2,3,1
2382,>8568933,1,24,2,2,2
2383,K7337644,0,18,3,3,2
2384,?7692188,1,16,1,3,2
2385,O6391252,0,16,2,3,2
2386,X8859530,0,22,3,3,2
2387,W681152,0,22,1,1,2
2388,>8455689,1,16,3,3,1
2389,?6210717,1,15,1,2,2
2390,Y8924232,1,22,3,1,2
2391,@6675150,1,25,2,2,2
2392,Y6447050,1,18,3,2,1
2393,]6062341,1,16,2,3,1
2394,M8278804,0,23,3,2,2
2395,M6620351,1,20,1,1,1
2396,O7037018,0,18,2,2,2
2397,R9299258,0,19,3,1,2
2398,Y9348111,1,25,3,3,2
2399,S6647805,0,21,1,2,2
2400,\6160265,0,16,1,2,1
2401,=7943565,0,23,1,1,1
2402,K8180131,1,15,3,3,2
2403,Y6380427,1,23,2,3,1
2404,R7985248,0,18,2,3,1
2405,?7768756,1,23,2,1,2
2406,S6510901,1,25,2,2,1
2407,U6941690,0,17,2,1,2
2408,F6254745,0,22,1,3,2
2409,A809787,1,17,3,2,1
2410,?7280121,1,25,3,1,2
2411,A7399990,0,24,3,2,2
2412,@6998676,0,15,1,1,1
2413,Z7831326,0,23,3,1,2
2414,?6166070,0,25,1,3,2
2415,O7653314,1,19,3,3,2
2416,S7427262,0,17,1,1,1
2417,X7850294,1,22,3,2,1
2418,=6575034,0,20,1,2,1
2419,^9426552,0,21,1,2,1
2420,M8074646,0,17,1,2,1
2421,W7249591,1,25,2,1,2
2422,D898844,1,17,1,1,2
2423,P7183461,0,23,3,1,2
2424,O7392201,1,15,3,3,2
2425,V6753045,1,22,3,2,1
2426,^8220275,1,16,2,3,2
2427,W7111134,1,15,2,2,1
2428,A8468770,0,15,3,2,1
2429,I9344265,1,25,2,2,2
2430,N9271194,1,16,3,3,1
2431,H8729141,1,19,3,3,2
2432,^862971,0,25,3,2,1
2433,L6310719,0,16,2,2,1
2434,M6515245,1,23,1,3,1
2435,N716934,0,18,3,2,1
2436,]9152286,1,24,3,2,1
2437,U6877496,1,17,2,1,1
2438,U6848084,1,15,2,2,1
2439,W6730423,1,22,3,3,2
2440,G7947254,1,19,1,1,1
2441,D6763107,1,16,2,3,1
2442,Q6898460,1,20,2,2,2
2443,B7960723,1,21,3,3,2
2444,M8677716,0,20,1,3,1
2445,>6539106,1,20,1,2,2
2446,O8868467,1,25,2,1,1
2447,R9255771,0,21,2,3,1
2448,O9242397,1,20,1,2,1
2449,]8414803,0,17,2,1,1
2450,=7981791,0,23,3,3,1
2451,\9593084,0,15,1,2,2
2452,Q8589029,1,22,3,3,2
2453,L7985544,0,17,1,1,2
2454,X7955785,1,18,3,3,2
2455,V9532014,0,15,2,1,1
2456,Q9575360,0,21,2,3,2
2457,F7590079,0,16,3,3,2
2458,U9277477,1,16,3,1,1
2459,O8386506,1,20,1,2,2
2460,[9336181,0,21,2,2,2
2461,V639565,0,15,3,1,2
2462,Y8442599,0,20,2,3,2
2463,<7551830,0,15,2,2,1
2464,L9263182,0,23,3,2,2
2465,@6716549,0,23,2,3,2
2466,]7198820,1,19,3,2,1
2467,@7226899,0,22,1,3,1
2468,C9079819,1,16,1,1,1
2469,Q8639288,1,24,2,1,2
2470,K8632453,1,23,2,1,1
2471,J7116810,1,19,1,2,2
2472,C8830116,1,18,3,3,2
2473,P7347660,0,23,2,3,2
2474,V7237571,1,23,1,2,1
2475,_7567992,1,18,2,3,1
2476,Z9497464,1,22,1,3,2
2477,X7395783,0,16,1,2,2
2478,S6125161,0,20,3,2,2
2479,U7997141,1,15,1,1,2
2480,S7825566,0,21,2,1,2
2481,W6466563,1,21,2,1,1
2482,V6647251,1,22,1,3,1
2483,]7614435,1,19,1,2,1
2484,D8125194,0,18,2,3,1
2485,J8357821,0,19,1,1,1
2486,W7747459,1,22,3,2,1
2487,G7017330,1,22,3,3,2
2488,A8030513,1,20,3,2,2
2489,=8331753,1,24,3,1,2
2490,H8487968,0,15,3,1,2
2491,X7741607,1,21,2,2,1
2492,Q9296310,0,23,2,3,2
2493,@8310958,0,25,2,1,1
2494,W8355961,0,20,1,3,2
2495,X9397442,1,17,2,3,1
2496,]7925315,1,18,1,1,1
2497,[8954877,0,24,1,2,1
2498,@7210642,1,19,1,2,2
2499,N8099612,0,16,1,2,1
2500,F7363445,0,16,1,1,1
2501,N8082549,1,22,1,3,1
2502,]613927,0,24,1,3,1
2503,O8811341,1,23,1,1,2
2504,L7517112,0,18,2,3,1
2505,B7624458,0,23,1,1,2
2506,[6285028,1,17,3,1,2
2507,V6469311,1,22,3,2,1
2508,B6212067,1,20,2,3,1
2509,_7788620,0,24,2,2,1
2510,I7388611,0,17,2,3,1
2511,=7339540,1,15,2,2,1
2512,T9149887,0,23,1,3,1
2513,P8312974,1,18,2,2,2
2514,M642810,0,16,3,3,2
2515,V9065911,1,20,2,1,1
2516,N643656,1,19,3,1,2
2517,>6342728,0,19,1,1,2
2518,[8022155,0,19,1,3,2
2519,V8228915,0,15,3,1,1
2520,Y8345356,1,20,3,3,2
2521,J8132395,0,18,1,2,2
2522,Q846399,1,16,3,1,2
2523,?9410932,1,16,1,2,1
2524,K907680,1,25,3,1,1
2525,]644502,1,23,3,1,1
2526,M6290053,0,24,2,3,1
2527,Y7687631,1,18,3,2,1
2528,L7247171,1,18,2,3,2
2529,H6525968,1,20,3,2,2
2530,^8626867,0,17,2,1,1
2531,@6615902,1,23,3,2,1
2532,N697994,0,20,1,3,2
2533,@6468230,0,21,3,1,1
2534,C6092895,0,20,2,3,2
2535,A9475682,1,16,1,3,1
2536,>9067294,0,19,1,2,2
2537,U7510004,0,25,3,3,2
2538,Y8032094,0,22,3,2,1
2539,N8149260,0,23,3,1,1
2540,I7494433,0,22,1,2,2
2541,T8118153,0,19,2,2,2
2542,J9184267,0,20,3,2,1
2543,B7771252,0,20,1,1,1
2544,T7357049,0,16,1,3,1
2545,Q674696,1,24,2,2,1
2546,K8416008,1,22,2,2,1
2547,L6680166,1,19,3,2,1
2548,H7075580,1,22,2,1,1
2549,D82268,1,19,2,2,1
2550,B8949464,1,24,2,3,2
2551,Q8022137,0,17,2,2,2
2552,_8850859,0,25,3,3,2
2553,M7817387,1,21,1,3,2
2554,<6582754,0,15,1,3,2
2555,X6419850,1,16,1,2,2
2556,E7771817,0,15,2,2,2
2557,D8388946,1,16,2,3,1
2558,L6290241,0,18,3,1,1
2559,G9413201,1,18,1,1,1
2560,A7656147,1,19,1,1,2
2561,U7166959,1,24,3,3,2
2562,R825711,1,18,3,2,1
2563,R794847,0,22,1,2,2
2564,D6276209,0,23,3,3,2
2565,K6048242,1,20,1,3,2
2566,I838521,0,24,1,1,2
2567,E808440,1,25,1,3,1
2568,B7787039,1,16,2,2,2
2569,J9063215,1,20,3,3,2
2570,P8263849,1,21,2,3,2
2571,J8892995,0,25,3,2,1
2572,=8692159,0,23,3,2,2
2573,X6613323,1,22,1,3,1
2574,D784121,1,20,2,3,1
2575,B7049087,1,17,1,2,1
2576,P7065202,0,25,2,3,2
2577,M8479370,1,25,1,2,1
2578,K8787797,0,19,3,3,2
2579,O7066401,0,16,1,3,2
2580,>8984151,0,22,1,2,2
2581,J9445257,0,22,2,2,2
2582,S9430769,0,24,2,1,2
2583,V7616075,0,17,3,1,2
2584,L6735411,1,25,3,3,2
2585,M6482280,0,25,3,1,2
2586,W9166559,0,16,2,2,2
2587,<7060602,1,18,3,1,1
2588,N741863,0,16,3,3,2
2589,Z7333842,1,18,3,2,2
2590,T9374924,0,22,2,2,2
2591,B8188151,0,25,2,1,1
2592,^8869517,1,17,3,3,2
2593,@778165,1,24,2,2,1
2594,H7796400,0,24,2,1,1
2595,J7966770,1,21,3,3,2
2596,U8763004,1,16,2,2,2
2597,>7749555,0,15,1,3,2
2598,<6350525,0,23,3,1,1
2599,X6954899,0,17,1,1,1
2600,[8156674,1,21,2,2,2
2601,K8497619,1,20,2,3,2
2602,E6475792,0,24,1,3,1
2603,V7075137,1,23,3,2,1
