userid,gender,age,consumption level,shopping level, occupation level,ad1,ad2,ad3,ad4,ad5,CTR VALUE
1378,0,22,3,1,1,0,1,0,1,0,2
1379,1,17,3,2,1,1,0,0,1,0,2
1380,1,16,1,1,2,0,1,0,0,0,1
1381,1,24,2,2,1,1,0,0,0,1,2
1382,1,18,2,3,1,1,0,0,0,1,2
1383,1,15,3,3,1,1,0,0,1,1,3
1384,0,23,2,3,2,1,0,1,0,1,3
1385,1,15,2,2,1,1,1,1,1,0,4
1386,0,18,3,2,1,0,1,1,0,1,3
1387,1,20,1,1,2,0,0,1,0,1,2
1388,1,25,1,3,1,1,0,0,1,1,3
1389,0,23,3,3,1,1,1,1,1,1,5
1390,0,25,2,1,2,0,1,1,1,0,3
1391,1,17,2,2,2,1,1,0,0,1,3
1392,0,21,1,3,2,0,1,0,0,0,1
1393,1,19,2,3,1,1,1,1,0,0,3
1394,0,23,3,2,2,1,1,0,0,1,3
1395,0,21,2,2,2,0,1,1,1,0,3
1396,0,19,2,3,1,1,1,1,1,1,5
1397,0,15,1,3,2,1,1,1,1,1,5
1398,1,23,1,3,1,1,1,1,0,1,4
1399,0,22,1,3,2,0,0,1,0,0,1
1400,0,24,1,3,1,1,1,1,1,0,4
1401,1,18,1,3,2,0,1,0,1,0,2
1402,0,17,3,3,2,1,0,1,1,0,3
1403,0,23,1,2,1,0,1,0,0,1,2
1404,1,23,2,1,2,1,0,1,1,0,3
1405,1,21,1,1,2,1,1,1,1,1,5
1406,0,19,3,1,2,1,1,0,1,1,4
1407,1,19,2,3,2,1,0,0,0,0,1
1408,0,23,3,2,2,0,1,0,0,0,1
1409,0,24,1,1,1,1,0,0,0,1,2
1410,0,23,1,2,2,0,0,0,1,1,2
1411,1,20,1,3,2,1,1,0,0,1,3
1412,1,24,3,1,1,1,0,1,1,0,3
1413,0,25,3,1,2,0,1,1,0,0,2
1414,1,19,1,2,1,1,0,0,0,1,2
1415,1,22,2,3,1,0,1,0,0,1,2
1416,0,25,1,3,2,1,1,1,0,1,4
1417,0,25,3,3,1,1,1,1,1,1,5
1418,1,23,3,3,2,1,0,1,0,1,3
1419,1,20,1,3,1,0,0,1,1,0,2
1420,1,16,1,3,2,1,1,1,1,0,4
1421,0,24,1,2,2,1,0,0,1,0,2
1422,0,17,3,3,1,0,1,0,1,1,3
1423,1,16,3,2,2,0,0,0,1,0,1
1424,1,19,2,1,1,1,1,0,0,1,3
1425,1,23,2,3,1,0,0,0,1,0,1
1426,0,21,1,2,2,1,0,1,0,1,3
1427,1,16,2,2,2,0,1,1,0,1,3
1428,0,17,3,1,2,0,1,0,1,0,2
1429,0,17,3,2,2,1,0,1,1,1,4
1430,0,21,1,1,1,0,0,1,0,1,2
1431,1,24,1,3,1,0,0,1,1,0,2
1432,0,23,1,3,2,0,1,1,1,1,4
1433,1,16,1,2,2,0,1,0,1,0,2
1434,1,22,1,1,2,1,0,1,1,1,4
1435,0,16,2,1,2,1,0,1,1,0,3
1436,0,21,2,1,1,1,0,1,1,0,3
1437,1,21,1,2,1,0,0,0,1,1,2
1438,1,24,1,2,1,1,1,1,0,0,3
1439,0,22,3,1,1,1,0,0,1,1,3
1440,0,20,2,3,1,1,1,1,0,0,3
1441,1,18,3,2,2,0,0,0,1,1,2
1442,0,24,2,1,1,1,0,0,1,0,2
1443,0,18,3,3,1,1,1,0,0,0,2
1444,0,25,1,2,1,0,1,0,1,1,3
1445,1,20,3,3,1,0,1,1,0,0,2
1446,1,25,2,1,1,0,1,0,1,1,3
1447,0,16,1,1,2,0,1,0,0,1,2
1448,0,21,1,1,2,1,1,1,1,0,4
1449,0,22,1,1,2,1,0,1,0,0,2
1450,0,21,3,1,2,0,1,1,0,1,3
1451,0,17,1,2,1,1,0,0,0,0,1
1452,1,25,2,3,2,1,1,0,0,0,2
1453,1,23,3,2,1,0,0,0,0,1,1
1454,1,20,1,3,2,1,1,1,0,0,3
1455,0,20,1,3,1,1,1,1,0,0,3
1456,1,25,3,1,1,0,0,0,1,1,2
1457,1,16,1,1,1,1,1,0,0,0,2
1458,0,20,2,2,2,0,1,1,0,0,2
1459,0,19,3,2,1,1,0,0,1,1,3
1460,0,22,3,3,2,1,1,0,1,1,4
1461,1,20,2,1,1,0,1,0,0,1,2
1462,0,25,3,3,1,1,1,0,1,1,4
1463,1,15,1,2,1,0,1,1,1,0,3
1464,1,25,3,1,2,1,1,1,1,1,5
1465,0,23,2,1,2,1,0,1,1,0,3
1466,0,25,3,2,1,1,0,0,1,0,2
1467,0,21,2,2,1,1,1,0,0,1,3
1468,1,16,1,2,2,0,1,0,1,0,2
1469,0,24,1,3,1,0,1,1,1,0,3
1470,1,16,1,3,2,0,1,0,0,0,1
1471,1,24,2,3,2,1,1,1,0,1,4
1472,1,20,2,3,2,0,0,0,1,1,2
1473,1,22,2,2,2,0,0,1,1,0,2
1474,1,21,1,1,2,0,0,1,1,0,2
1475,1,23,2,2,2,1,1,0,1,1,4
1476,1,16,2,2,1,0,0,0,0,1,1
1477,1,20,1,2,2,1,0,0,0,1,2
1478,1,18,3,3,1,1,0,0,1,0,2
1479,0,20,1,2,1,1,1,0,0,0,2
1480,1,25,3,1,2,0,1,1,0,1,3
1481,1,15,3,1,1,1,1,0,1,1,4
1482,1,16,3,1,2,1,1,0,0,0,2
1483,0,19,3,3,1,1,1,0,1,1,4
1484,1,24,2,3,2,0,0,0,1,0,1
1485,1,19,3,3,2,0,1,1,0,1,3
1486,1,16,1,2,1,0,1,1,1,0,3
1487,1,19,1,1,2,1,1,0,0,0,2
1488,1,15,3,3,2,1,0,0,1,1,3
1489,1,24,1,2,2,0,1,1,1,1,4
1490,0,16,2,2,2,1,0,1,1,0,3
1491,1,24,3,3,2,0,0,0,0,0,0
1492,1,22,3,2,2,0,1,1,0,0,2
1493,1,20,3,1,1,1,1,1,0,0,3
1494,0,17,1,1,2,1,1,0,0,0,2
1495,0,18,3,3,2,1,0,1,0,0,2
1496,1,17,3,2,1,1,1,0,0,0,2
1497,1,22,2,2,2,0,1,0,1,1,3
1498,0,25,3,2,2,1,1,1,1,0,4
1499,0,24,1,2,2,0,0,1,0,0,1
1500,1,17,3,1,1,0,1,1,1,0,3
1501,0,24,1,2,2,1,1,0,0,0,2
1502,0,20,1,3,1,0,1,0,1,0,2
1503,0,16,1,2,1,1,1,1,1,0,4
1504,1,25,3,3,1,1,1,0,0,0,2
1505,1,20,2,2,1,1,0,0,1,1,3
1506,0,24,1,1,2,1,0,1,1,0,3
1507,0,25,3,3,1,1,1,0,0,1,3
1508,0,23,3,2,2,0,0,0,1,0,1
1509,0,20,3,3,2,1,1,0,1,0,3
1510,1,23,2,2,2,0,1,1,1,0,3
1511,0,21,1,3,2,1,1,1,1,0,4
1512,0,22,1,1,2,0,1,0,0,1,2
1513,1,23,3,1,2,1,1,1,1,0,4
1514,0,23,3,2,2,0,0,1,0,1,2
1515,1,16,2,1,2,0,1,0,1,1,3
1516,1,22,2,3,2,1,0,0,1,0,2
1517,0,17,2,3,2,1,1,1,0,0,3
1518,1,19,3,3,1,0,0,1,0,1,2
1519,1,21,2,3,1,1,1,0,1,0,3
1520,0,21,3,1,1,0,0,1,1,0,2
1521,1,24,1,3,1,1,0,0,1,0,2
1522,1,23,3,2,2,1,1,0,1,1,4
1523,0,22,1,2,1,1,1,1,0,1,4
1524,0,19,1,1,1,1,0,1,1,1,4
1525,1,17,3,1,1,1,0,1,1,0,3
1526,1,18,3,3,1,1,1,0,0,0,2
1527,0,16,3,1,1,0,1,1,1,1,4
1528,0,25,2,1,2,0,1,1,0,0,2
1529,1,24,3,1,2,0,0,0,1,0,1
1530,1,25,2,2,2,0,1,1,0,1,3
1531,0,18,1,2,2,1,1,0,1,0,3
1532,1,21,3,3,1,1,1,0,0,0,2
1533,1,23,1,2,2,0,1,1,1,0,3
1534,0,21,2,3,1,1,0,1,1,1,4
1535,1,16,2,3,1,1,1,0,0,1,3
1536,1,24,1,1,2,1,0,0,1,1,3
1537,0,16,1,3,2,0,1,1,0,1,3
1538,0,15,3,3,2,1,1,1,0,1,4
1539,0,18,3,1,1,1,0,0,1,0,2
1540,1,21,3,2,1,1,0,1,0,0,2
1541,0,19,2,1,2,1,0,1,1,1,4
1542,1,21,3,2,2,0,0,1,1,0,2
1543,1,18,3,2,2,0,0,1,0,1,2
1544,1,19,2,2,2,1,0,0,0,1,2
1545,0,24,2,3,2,0,0,0,0,0,0
1546,1,20,2,3,1,0,1,1,0,0,2
1547,0,16,2,3,1,0,0,0,1,1,2
1548,1,21,3,3,1,0,0,1,0,0,1
1549,1,25,1,1,1,1,1,0,1,0,3
1550,0,15,2,2,1,0,0,0,0,0,0
1551,0,21,1,3,2,1,0,0,0,0,1
1552,0,23,3,1,2,0,1,1,1,0,3
1553,0,18,2,1,2,1,1,0,0,1,3
1554,1,25,3,1,1,1,1,0,0,1,3
1555,0,16,1,3,1,0,1,1,1,1,4
1556,1,19,3,1,2,0,1,1,1,0,3
1557,0,20,3,3,1,0,1,0,1,1,3
1558,0,16,2,3,2,0,0,1,1,1,3
1559,0,15,3,3,2,0,0,0,0,0,0
1560,0,18,3,3,2,1,1,1,1,0,4
1561,1,25,1,3,2,1,1,0,0,0,2
1562,1,20,3,1,2,1,1,0,1,0,3
1563,1,25,2,1,2,1,0,1,1,1,4
1564,1,25,3,3,1,1,1,0,1,1,4
1565,0,17,3,3,1,1,0,1,1,0,3
1566,1,22,3,3,1,1,0,1,1,0,3
1567,0,24,1,2,2,1,0,1,1,0,3
1568,0,22,2,3,2,0,1,0,1,0,2
1569,1,17,2,1,1,0,1,0,1,0,2
1570,1,23,2,2,2,0,1,1,1,0,3
1571,0,17,1,1,2,1,0,0,1,0,2
1572,1,18,2,3,1,0,0,1,1,1,3
1573,0,17,2,3,1,0,1,0,1,1,3
1574,1,16,3,2,2,0,0,0,1,0,1
1575,1,15,1,1,2,1,1,0,0,0,2
1576,1,23,3,1,1,0,1,0,1,1,3
1577,0,18,3,3,1,1,1,1,1,1,5
1578,1,15,2,3,2,1,1,0,1,1,4
1579,0,17,1,3,2,1,0,1,0,0,2
1580,1,23,3,1,1,0,1,0,0,1,2
1581,0,21,2,2,1,0,1,1,0,0,2
1582,0,23,1,1,2,1,0,0,1,0,2
1583,1,16,1,3,1,0,1,0,0,0,1
1584,1,22,2,3,2,1,1,1,1,1,5
1585,1,23,3,1,1,0,0,0,1,1,2
1586,0,15,1,1,1,0,0,1,1,0,2
1587,0,21,2,2,1,0,1,0,1,0,2
1588,0,17,2,2,2,1,0,0,0,0,1
1589,1,19,1,2,2,1,1,1,1,0,4
1590,0,17,2,3,1,1,1,0,1,0,3
1591,1,23,3,1,1,1,0,1,1,0,3
1592,1,21,2,3,1,1,1,1,0,1,4
1593,1,16,3,3,2,0,1,1,0,1,3
1594,0,25,1,3,1,0,1,0,0,0,1
1595,0,17,3,1,2,1,0,0,1,1,3
1596,1,22,1,3,1,1,1,0,1,0,3
1597,0,19,3,3,2,0,1,1,1,0,3
1598,1,16,3,2,1,1,0,0,1,1,3
1599,0,24,2,3,2,0,0,1,0,1,2
1600,0,25,2,1,2,0,0,1,1,0,2
1601,1,17,3,3,1,0,0,0,1,0,1
1602,0,18,3,2,1,1,1,1,1,0,4
1603,0,23,3,1,2,0,0,0,0,0,0
1604,1,18,3,1,2,0,0,1,1,0,2
1605,0,20,2,2,1,0,1,0,1,0,2
1606,1,24,2,2,2,1,0,1,0,1,3
1607,1,25,1,1,2,0,1,0,0,1,2
1608,1,23,2,3,2,0,0,1,0,0,1
1609,1,24,3,1,1,0,0,1,0,1,2
1610,1,22,3,3,2,0,0,1,1,1,3
1611,1,22,3,1,1,1,0,1,0,0,2
1612,0,21,1,2,1,0,0,0,0,0,0
1613,1,19,2,2,1,1,0,0,0,0,1
1614,1,16,1,2,2,1,1,1,0,0,3
1615,0,18,3,2,1,1,0,1,0,1,3
1616,1,17,3,1,2,0,0,0,1,0,1
1617,1,16,1,2,2,1,1,1,1,1,5
1618,0,16,1,2,1,1,0,1,1,1,4
1619,0,22,3,1,1,0,1,1,1,0,3
1620,1,15,1,2,2,0,1,0,0,0,1
1621,0,25,3,1,2,1,1,0,0,0,2
1622,1,20,2,1,2,1,0,0,1,1,3
1623,0,19,3,3,2,1,1,1,0,1,4
1624,1,18,1,2,1,0,1,0,1,1,3
1625,0,20,1,3,2,1,0,0,1,0,2
1626,1,19,2,1,2,0,0,0,1,0,1
1627,0,16,1,2,1,0,1,1,1,1,4
1628,1,21,1,3,2,0,0,1,0,1,2
1629,1,21,2,1,1,1,0,0,0,1,2
1630,1,21,3,3,2,0,0,1,1,1,3
1631,1,15,1,2,2,0,1,1,1,1,4
1632,1,19,2,2,1,1,0,1,1,0,3
1633,1,19,2,1,1,0,0,0,0,1,1
1634,0,21,1,3,2,1,1,0,1,1,4
1635,1,18,3,3,1,0,1,0,1,1,3
1636,0,25,3,2,1,0,0,0,1,1,2
1637,1,19,2,2,1,0,0,1,0,1,2
1638,0,19,1,1,2,1,1,0,0,0,2
1639,0,24,1,3,2,0,0,1,1,1,3
1640,1,22,2,2,1,1,1,1,0,0,3
1641,0,15,2,2,2,0,0,1,1,0,2
1642,0,25,3,2,2,1,1,0,0,0,2
1643,1,16,2,1,1,1,0,1,0,1,3
1644,0,15,2,2,2,1,0,0,0,1,2
1645,1,25,2,2,2,1,1,0,1,0,3
1646,0,22,2,1,1,1,1,0,0,0,2
1647,1,16,2,2,2,1,1,0,0,1,3
1648,0,21,2,1,1,1,1,0,0,1,3
1649,0,20,3,1,1,1,1,0,1,0,3
1650,1,23,3,2,2,1,1,1,1,1,5
1651,1,22,1,2,1,1,0,1,0,1,3
1652,1,18,3,3,1,1,0,0,0,0,1
1653,0,20,3,1,1,1,1,1,0,1,4
1654,1,25,3,1,2,0,0,0,0,0,0
1655,1,20,3,2,2,1,0,1,1,1,4
1656,1,19,3,1,1,1,0,0,0,0,1
1657,0,21,1,3,2,1,1,0,1,1,4
1658,1,18,1,3,1,0,0,1,0,0,1
1659,1,17,1,1,1,1,0,0,0,1,2
1660,1,22,1,1,1,0,1,0,1,0,2
1661,1,18,1,3,1,1,1,0,0,0,2
1662,0,23,2,2,2,0,1,1,0,0,2
1663,1,21,3,2,2,1,0,0,1,1,3
1664,0,17,2,1,1,0,1,0,0,1,2
1665,0,25,2,2,2,1,1,1,0,0,3
1666,1,24,3,2,1,1,1,1,0,1,4
1667,1,24,2,1,2,1,1,1,1,0,4
1668,1,25,2,1,1,0,0,1,0,0,1
1669,1,24,3,2,1,0,1,1,1,1,4
1670,0,23,3,2,1,0,0,1,1,1,3
1671,1,21,2,3,1,1,0,0,0,1,2
1672,1,18,3,1,1,0,0,0,1,0,1
1673,0,15,2,3,2,1,1,0,1,0,3
1674,0,22,2,3,2,0,1,1,0,0,2
1675,1,25,2,3,1,1,0,0,0,0,1
1676,1,17,3,1,2,1,0,0,1,1,3
1677,1,16,1,2,1,0,1,1,1,1,4
1678,0,21,3,3,2,0,1,1,0,1,3
1679,0,16,1,2,1,1,0,1,0,0,2
1680,0,15,2,3,1,0,0,1,0,0,1
1681,1,23,3,3,1,1,1,0,1,0,3
1682,0,15,2,3,2,1,1,1,1,1,5
1683,0,17,1,1,1,1,1,1,1,1,5
1684,1,20,1,3,2,0,1,0,0,1,2
1685,0,21,3,3,1,0,1,0,0,0,1
1686,1,20,1,3,2,0,0,1,0,0,1
1687,0,18,2,1,2,1,0,1,1,0,3
1688,0,23,2,1,1,0,0,1,0,0,1
1689,1,17,2,1,2,1,1,1,0,1,4
1690,0,15,3,1,1,0,1,1,1,0,3
1691,0,18,3,2,2,0,1,1,0,1,3
1692,0,22,2,3,1,1,1,1,1,1,5
1693,0,21,2,2,1,0,0,0,0,1,1
1694,0,15,1,3,2,1,1,1,0,0,3
1695,0,20,3,2,1,0,0,1,0,0,1
1696,1,20,2,1,2,0,1,1,0,0,2
1697,0,20,3,1,1,1,0,0,1,0,2
1698,0,20,1,3,1,0,0,1,0,0,1
1699,0,24,2,2,1,1,0,1,0,1,3
1700,1,25,3,2,1,1,1,1,1,0,4
1701,0,24,2,2,1,0,1,0,0,1,2
1702,1,16,2,2,2,1,1,1,1,0,4
1703,0,23,2,3,2,0,0,1,0,1,2
1704,0,23,2,2,2,0,0,1,0,0,1
1705,1,20,1,3,1,0,0,0,0,0,0
1706,1,21,3,2,1,1,1,0,1,0,3
1707,1,15,1,2,2,0,1,1,1,0,3
1708,0,19,3,1,1,0,1,1,1,1,4
1709,0,23,2,3,1,1,1,0,1,1,4
1710,1,22,2,3,1,0,1,0,0,1,2
1711,1,25,2,3,1,1,1,1,1,0,4
1712,0,17,3,1,1,1,0,0,1,1,3
1713,1,22,2,3,2,1,1,1,1,0,4
1714,0,17,2,2,1,0,0,1,0,1,2
1715,0,15,3,3,1,1,0,1,0,1,3
1716,0,15,3,1,2,0,1,1,0,1,3
1717,0,23,3,3,2,1,1,0,1,1,4
1718,0,20,3,1,1,0,1,0,0,1,2
1719,0,17,1,3,1,1,1,0,0,0,2
1720,1,23,1,2,2,1,0,0,0,0,1
1721,0,23,2,3,2,1,0,0,0,1,2
1722,0,17,2,2,2,0,1,1,0,0,2
1723,0,23,2,1,1,1,0,0,1,1,3
1724,0,19,1,2,1,0,0,1,0,0,1
1725,1,15,2,3,2,1,0,1,1,1,4
1726,1,22,3,2,2,1,0,1,0,0,2
1727,0,21,2,2,2,1,1,1,1,0,4
1728,1,17,2,2,1,0,1,0,1,0,2
1729,1,17,2,2,1,1,0,1,0,0,2
1730,0,24,2,2,2,1,0,1,1,0,3
1731,1,18,3,2,1,1,1,0,1,1,4
1732,1,20,2,2,1,0,1,0,1,1,3
1733,1,17,1,3,2,0,1,0,1,1,3
1734,0,21,3,3,2,1,0,1,1,0,3
1735,1,25,2,3,2,1,0,1,0,0,2
1736,1,18,2,2,1,1,1,1,1,1,5
1737,1,24,2,1,1,0,0,0,1,1,2
1738,1,21,2,1,2,0,1,0,1,1,3
1739,0,23,1,3,1,1,0,0,1,1,3
1740,1,15,1,2,2,0,1,1,1,1,4
1741,0,18,3,1,2,1,1,1,1,0,4
1742,0,16,2,3,2,0,0,0,0,1,1
1743,1,15,2,2,1,0,1,0,1,0,2
1744,0,23,1,3,2,0,0,1,1,0,2
1745,0,15,2,1,1,0,1,1,0,0,2
1746,0,18,3,1,2,0,0,0,1,1,2
1747,0,16,2,3,2,0,1,0,0,1,2
1748,0,16,3,3,2,1,0,1,1,0,3
1749,0,19,2,1,2,1,1,1,1,0,4
1750,1,20,2,1,2,1,1,1,0,0,3
1751,1,15,3,2,2,1,0,1,1,0,3
1752,0,20,3,2,2,0,1,0,0,1,2
1753,0,24,2,1,2,0,0,0,0,1,1
1754,0,21,3,3,2,1,0,0,0,1,2
1755,1,19,2,3,2,1,0,0,1,0,2
1756,1,21,3,1,2,0,0,0,1,0,1
1757,0,15,3,1,1,1,1,0,0,0,2
1758,1,18,3,3,2,1,0,1,0,1,3
1759,0,23,2,1,1,0,0,0,0,0,0
1760,1,16,2,3,2,1,1,0,1,1,4
1761,0,19,1,2,2,1,1,0,0,0,2
1762,0,25,1,1,1,1,0,1,1,1,4
1763,1,24,3,1,1,0,1,0,1,0,2
1764,1,17,2,2,2,0,0,1,0,0,1
1765,0,19,3,1,2,0,0,1,0,0,1
1766,0,16,3,1,2,0,1,0,0,1,2
1767,1,23,3,2,2,1,0,1,0,0,2
1768,1,16,1,2,2,1,1,1,1,0,4
1769,0,22,3,2,1,1,0,1,0,0,2
1770,1,16,3,1,2,1,0,0,0,1,2
1771,0,24,1,2,2,0,1,1,1,1,4
1772,1,16,3,3,1,1,1,0,0,0,2
1773,1,24,3,2,2,1,1,1,1,1,5
1774,0,15,1,1,1,0,0,0,1,1,2
1775,1,16,2,3,2,0,0,1,0,0,1
1776,0,18,1,3,1,1,0,1,1,0,3
1777,0,17,2,1,1,1,0,1,1,0,3
1778,1,24,2,3,2,1,1,1,1,0,4
1779,1,20,1,1,1,0,1,1,1,1,4
1780,1,15,2,2,1,0,0,1,1,0,2
1781,0,20,1,2,2,0,0,1,1,1,3
1782,0,24,1,1,2,1,0,1,1,1,4
1783,0,24,3,2,2,1,0,1,0,0,2
1784,0,21,1,3,1,1,1,1,1,1,5
1785,0,25,2,3,2,0,0,1,1,1,3
1786,0,22,3,1,1,0,1,1,1,1,4
1787,1,23,1,3,2,1,0,0,0,0,1
1788,0,21,1,2,1,0,0,1,1,0,2
1789,0,18,2,1,1,0,0,0,0,0,0
1790,0,17,3,3,2,1,1,1,1,1,5
1791,1,21,3,1,1,1,1,1,1,0,4
1792,1,25,2,3,1,1,0,0,1,0,2
1793,1,17,1,1,1,1,0,1,1,0,3
1794,1,19,1,1,2,0,1,1,0,1,3
1795,0,21,2,2,1,1,1,1,0,0,3
1796,0,15,3,1,1,1,0,0,1,1,3
1797,1,24,3,1,2,0,1,0,1,1,3
1798,0,15,3,3,1,1,1,0,0,1,3
1799,0,22,2,1,2,1,0,0,0,1,2
1800,0,17,2,1,1,0,0,1,1,1,3
1801,1,22,2,2,1,0,0,1,1,1,3
1802,1,22,2,1,1,1,1,1,0,1,4
1803,0,18,2,1,2,1,0,1,1,1,4
1804,0,24,1,1,1,1,1,0,0,1,3
1805,1,18,1,3,2,0,0,0,1,1,2
1806,1,15,1,3,1,1,1,0,1,1,4
1807,1,24,1,1,1,1,1,1,1,1,5
1808,1,15,1,1,1,0,1,0,0,0,1
1809,0,24,2,3,1,0,0,1,1,1,3
1810,1,20,1,2,2,1,1,0,1,0,3
1811,0,17,1,3,1,0,0,1,0,1,2
1812,1,21,2,2,1,1,0,0,1,0,2
1813,1,16,2,2,1,1,1,0,1,1,4
1814,1,15,1,2,1,0,0,1,0,0,1
1815,0,25,1,2,1,1,1,1,0,0,3
1816,1,19,3,2,1,1,1,0,1,0,3
1817,0,15,3,1,1,1,1,1,1,0,4
1818,0,19,1,2,2,1,0,0,1,1,3
1819,0,22,3,3,2,1,1,0,1,0,3
1820,1,17,1,2,1,0,0,1,0,1,2
1821,1,16,1,1,1,1,0,1,1,1,4
1822,0,20,3,2,1,0,0,0,1,0,1
1823,0,25,2,2,1,1,0,0,0,1,2
1824,1,17,3,1,2,1,1,1,1,0,4
1825,1,16,3,1,2,0,1,1,0,1,3
1826,0,15,1,1,2,1,0,0,1,1,3
1827,1,20,2,3,2,1,0,0,1,1,3
1828,0,25,2,3,2,0,0,1,0,0,1
1829,0,18,3,1,2,0,1,0,0,0,1
1830,0,20,3,1,2,1,1,0,0,0,2
1831,1,22,3,1,2,1,0,0,1,0,2
1832,1,17,1,1,2,1,1,0,1,1,4
1833,0,15,2,3,1,1,1,0,1,0,3
1834,1,21,1,2,2,1,0,0,0,1,2
1835,0,22,2,1,1,1,0,0,1,1,3
1836,1,22,1,3,2,0,0,1,1,0,2
1837,1,23,1,2,1,1,1,1,0,1,4
1838,1,22,1,1,1,0,0,1,0,0,1
1839,1,24,2,3,1,0,1,1,0,1,3
1840,1,21,3,2,2,0,1,1,0,0,2
1841,1,17,2,1,2,1,0,1,0,0,2
1842,0,25,3,2,2,0,1,0,1,0,2
1843,1,25,1,3,1,1,1,1,1,1,5
1844,1,19,3,1,1,1,1,1,1,1,5
1845,1,16,1,3,2,0,1,0,1,0,2
1846,0,25,1,2,1,1,1,1,1,0,4
1847,1,19,2,1,1,1,1,1,0,0,3
1848,0,24,1,2,1,0,1,1,0,0,2
1849,1,22,3,1,1,1,1,1,0,1,4
1850,0,19,2,1,1,0,1,0,1,0,2
1851,0,16,2,2,2,0,0,1,1,0,2
1852,1,22,3,3,1,1,1,1,0,0,3
1853,0,23,3,1,1,0,0,0,0,1,1
1854,1,16,1,2,2,0,1,1,1,0,3
1855,0,23,3,1,1,0,1,1,1,0,3
1856,1,21,1,1,2,1,0,0,0,1,2
1857,0,20,2,2,1,0,0,1,0,0,1
1858,0,17,2,1,2,0,0,0,0,0,0
1859,1,24,3,3,2,0,1,1,0,0,2
1860,0,18,3,1,2,1,0,1,0,0,2
1861,1,19,2,1,1,0,0,0,0,1,1
1862,1,20,3,3,2,1,0,1,0,0,2
1863,1,19,3,2,1,0,1,0,1,1,3
1864,1,17,3,3,1,0,0,1,0,1,2
1865,1,17,3,2,2,1,1,1,0,1,4
1866,0,20,1,2,1,0,1,1,1,0,3
1867,1,24,3,1,2,1,0,0,1,0,2
1868,1,25,2,1,2,0,0,0,0,1,1
1869,0,22,3,3,2,1,0,0,1,1,3
1870,0,24,3,2,2,0,1,1,1,1,4
1871,1,17,2,2,1,0,0,0,0,1,1
1872,1,21,1,1,2,0,0,1,1,1,3
1873,1,24,3,1,2,0,1,0,0,0,1
1874,1,25,1,1,2,1,1,1,0,0,3
1875,0,20,1,3,2,0,1,1,0,0,2
1876,0,25,2,3,2,0,0,0,0,0,0
1877,0,19,3,2,1,1,1,0,1,1,4
1878,0,21,1,1,1,1,1,0,0,0,2
1879,0,25,2,3,1,0,0,0,1,0,1
1880,0,15,1,1,2,0,1,1,1,0,3
1881,1,21,2,3,2,1,1,1,0,0,3
1882,1,23,2,3,1,1,1,1,1,1,5
1883,0,18,3,1,1,1,0,1,1,0,3
1884,1,20,1,2,2,0,0,0,0,1,1
1885,0,22,2,2,1,0,0,1,0,0,1
1886,1,25,1,1,2,0,1,1,1,0,3
1887,1,25,2,3,1,0,0,0,1,1,2
1888,0,19,3,2,1,0,1,1,0,1,3
1889,0,22,2,1,2,0,0,0,0,1,1
1890,1,22,1,1,1,0,1,1,1,0,3
1891,0,15,1,1,1,1,0,0,0,1,2
1892,0,23,1,2,2,1,0,0,1,0,2
1893,1,21,1,2,2,1,0,1,1,1,4
1894,0,21,1,3,1,0,1,0,0,1,2
1895,0,18,1,3,1,0,0,1,0,0,1
1896,0,25,2,1,1,0,0,1,1,0,2
1897,0,15,3,1,2,1,0,0,1,1,3
1898,0,16,2,3,2,0,1,1,0,0,2
1899,1,15,2,2,1,1,1,0,0,1,3
1900,0,23,2,1,2,1,1,0,0,1,3
1901,1,16,1,3,2,1,1,1,0,1,4
1902,1,18,2,3,1,1,0,0,0,1,2
1903,0,25,1,3,2,1,0,1,0,0,2
1904,1,24,1,1,1,0,1,1,0,1,3
1905,0,23,1,2,2,1,0,0,0,1,2
1906,0,15,1,2,1,1,0,1,1,1,4
1907,1,25,1,1,2,1,0,0,0,1,2
1908,1,24,1,1,1,1,1,0,0,0,2
1909,1,22,1,2,2,0,1,0,1,1,3
1910,0,21,1,3,1,0,0,1,1,0,2
1911,1,21,2,3,2,1,0,0,1,0,2
1912,1,15,1,2,1,1,0,0,0,0,1
1913,1,24,3,2,1,0,1,1,1,0,3
1914,1,15,2,1,2,1,1,0,1,0,3
1915,1,20,1,3,2,0,0,1,1,0,2
1916,0,23,2,2,1,0,0,1,1,1,3
1917,0,18,2,1,1,0,0,0,0,0,0
1918,1,23,1,3,2,0,0,1,1,0,2
1919,0,17,3,2,2,0,0,0,0,1,1
1920,1,21,2,2,1,0,1,0,0,1,2
1921,0,23,2,3,2,1,0,1,1,0,3
1922,0,19,2,2,2,1,0,0,0,1,2
1923,1,20,2,3,1,0,1,1,1,0,3
1924,0,18,1,3,1,0,0,1,0,1,2
1925,0,21,3,3,2,0,0,1,1,0,2
1926,1,22,2,2,1,1,1,1,1,0,4
1927,0,18,1,3,1,1,0,1,0,1,3
1928,1,24,1,3,2,0,1,0,1,1,3
1929,0,21,2,2,1,1,0,1,0,1,3
1930,1,22,1,1,1,1,1,0,1,0,3
1931,0,16,3,2,2,1,0,0,1,1,3
1932,0,20,1,2,1,0,1,1,1,1,4
1933,0,22,1,1,1,1,0,1,1,1,4
1934,0,22,2,2,1,0,0,1,1,1,3
